Authorization Date,Record ID,Store Name,Store Type,Street Number,City,State,Zip Code,Zip4,County,Latitude,Longitude,End Date
1991-06-10,539698,GILVERED R. WEDGE PRODUC  ,Small Grocery Store,312,Washington,DC,20019,3140,DIST OF COLUMBIA,0.0,0.0,10/26/1994
1991-06-18,471148,MISSOURI AVENUE MARKET  ,Convenience Store,5900,Washington,DC,20011,5102,DIST OF COLUMBIA,0.0,0.0,05/04/1995
1991-06-19,580523,ABBEY FOOD STORE  ,Convenience Store,317,Washington,DC,20001,2528,DIST OF COLUMBIA,0.0,0.0,10/03/1996
1991-06-20,556420,GEORGIA AVE  MARKET  ,Combination Grocery/Other,3128,Washington,DC,20010,2902,DIST OF COLUMBIA,0.0,0.0,09/03/1996
1991-06-25,484234,MERCADITO RAMOS  ,Convenience Store,2213,Washington,DC,20009,4401,DIST OF COLUMBIA,38.91931,-77.03185,04/12/2011
1991-07-08,443259,PAT'S GROCERY&DELI  ,Small Grocery Store,5551,WASHINGTON,DC,20011, ,DIST OF COLUMBIA,0.0,0.0,07/13/2000
1991-07-25,614905,KEARNEYS GROCERY  ,Small Grocery Store,90,Washington,DC,20001,1259,DIST OF COLUMBIA,0.0,0.0,10/15/1998
1991-08-06,611336,THE SHRIMP BOAT  ,Seafood Specialty,4510,Washington,DC,20019,3377,DIST OF COLUMBIA,0.0,0.0,07/15/1997
1991-08-07,543556,NORTHEAST HARDWARE & THINGS  ,Meat/Poultry Specialty,1916,Washington,DC,20002,1212,DIST OF COLUMBIA,0.0,0.0,01/22/1996
1991-08-08,547942,SISTER SUB SHOP  ,Combination Grocery/Other,1206,Washington,DC,20002,2802,DIST OF COLUMBIA,0.0,0.0,02/09/1995
1991-08-13,446996,PINKIES MARKET  ,Convenience Store,1401,Washington,DC,20003,3008,DIST OF COLUMBIA,0.0,0.0,09/26/1994
1991-08-26,388700,MARGES GROCERY & DELI  ,Convenience Store,635,Washington,DC,20002,3449,DIST OF COLUMBIA,0.0,0.0,09/22/1993
1991-08-26,408566,B & B INTERNATIONAL GROCERY  ,Convenience Store,1418,Washington,DC,20005,4404,DIST OF COLUMBIA,0.0,0.0,03/15/1994
1991-08-28,485324,Kusa Market  ,Small Grocery Store,3108,Washington,DC,20010,2902,DIST OF COLUMBIA,0.0,0.0,05/06/1993
1991-09-01,452450,7-ELEVEN  11731,Convenience Store,1900,Washington,DC,20009,5043,DIST OF COLUMBIA,0.0,0.0,06/26/2001
1991-09-11,328824,KOOLS GROCERY  ,Unknown,2005,Washington,DC,20002,4725,DIST OF COLUMBIA,0.0,0.0,10/17/1994
1991-09-13,522291,COUSINS GROCERY  ,Convenience Store,4903,WASHINGTON,DC,20019, ,DIST OF COLUMBIA,0.0,0.0,03/24/1993
1991-09-23,341574,Adams Market  ,Convenience Store,700,Washington,DC,20002,5240,DIST OF COLUMBIA,0.0,0.0,11/25/2001
1991-09-25,313012,LUDA MARKET DELI  ,Convenience Store,1119,Washington,DC,20005,4301,DIST OF COLUMBIA,0.0,0.0,08/22/1995
1991-09-25,291764,HAPPY MIND INC  ,Food Buying Co-op,3525,Washington,DC,20018,1530,DIST OF COLUMBIA,0.0,0.0,06/14/1995
1991-09-25,587871,BROOKLAND FISH MARKET  ,Convenience Store,3736,Washington,DC,20017,1820,DIST OF COLUMBIA,38.93652,-76.99347,08/28/2006
1991-10-01,583520,KIM'S MARKET  ,Unknown,3503,Washington,DC,20010,1707,DIST OF COLUMBIA,0.0,0.0,10/04/1995
1991-10-10,436694,GIBSONS MARKET  ,Super Store,1038,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,09/23/1996
1991-10-11,693744,GREENWAY SUPERMARKET  ,Unknown,3542,Washington,DC,20019,1253,DIST OF COLUMBIA,0.0,0.0,06/19/1996
1991-10-15,633825,Lincoln Island Deli  ,Combination Grocery/Other,60,Washington,DC,20002,1371,DIST OF COLUMBIA,0.0,0.0,10/05/1992
1991-10-16,696416,NATIONAL FOOD & SUPPLIES  ,Supermarket,35,Washington,DC,20001,1364,DIST OF COLUMBIA,0.0,0.0,06/21/1992
1991-10-16,309782,DAY & NIGHT 24 HOURS  ,Medium Grocery Store,1828,Washington,DC,20001,1067,DIST OF COLUMBIA,0.0,0.0,12/13/1994
1991-10-16,381059,BENS MARKET  ,Convenience Store,4202,Washington,DC,20019,4540,DIST OF COLUMBIA,0.0,0.0,09/17/1998
1991-10-23,353611,7-Eleven Inc F 32892,Convenience Store,429,Washington,DC,20003,2833,DIST OF COLUMBIA,38.88288,-76.99502,11/11/1992
1991-10-28,405586,MCKINLEY SUPERMARKET  ,Supermarket,321,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,04/06/2004
1991-10-29,545639,L STREET MARKET  ,Unknown,1100,Washington,DC,20002,3410,DIST OF COLUMBIA,0.0,0.0,10/17/1994
1991-10-31,265394,TIVOLI MEAT MARKET  ,Small Grocery Store,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,04/28/1993
1991-10-31,396741,EUCLID MARKET  ,Food Buying Co-op,1700,Washington,DC,20009,2810,DIST OF COLUMBIA,0.0,0.0,03/31/1999
1991-10-31,286946,K AND K CARRYOUT  ,Convenience Store,1559,Washington,DC,20032,5054,DIST OF COLUMBIA,0.0,0.0,11/02/1994
1991-10-31,608061,TOWN MARKET  ,Meat/Poultry Specialty,231,Washington,DC,20001,1913,DIST OF COLUMBIA,0.0,0.0,09/26/1995
1991-11-12,612901,PARK MARKET  ,Small Grocery Store,3400,Washington,DC,20010,2010,DIST OF COLUMBIA,0.0,0.0,09/23/1999
1991-11-13,625272,1 ELEVEN FOOD STORE  ,Food Buying Co-op,1712,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,02/13/2000
1991-11-15,431897,BATES MARKET  ,Food Buying Co-op,301,Washington,DC,20001,1929,DIST OF COLUMBIA,0.0,0.0,08/17/1995
1991-11-19,520358,FLORIDA MINI MARKET  ,Convenience Store,234,Washington,DC,20001,1802,DIST OF COLUMBIA,0.0,0.0,03/25/1993
1991-11-21,448658,YANGS MARKET  ,Convenience Store,138,Washington,DC,20002,1320,DIST OF COLUMBIA,38.91702,-77.00521,07/02/2017
1991-11-25,465527,PARK'S FOOD  ,Convenience Store,3041,Washington,DC,20020,1607,DIST OF COLUMBIA,0.0,0.0,09/10/1997
1991-11-26,564936,BUTCHS PLACE  ,Convenience Store,141,Washington,DC,20001,1413,DIST OF COLUMBIA,0.0,0.0,12/16/1997
1991-12-02,711040,METRO C. SUPERMARKET  ,Supermarket,1441,Washington,DC,20005,1907,DIST OF COLUMBIA,0.0,0.0,10/23/2002
1991-12-03,688319,PHILBAR CORPORATION  ,Medium Grocery Store,213,Washington,DC,20011,4847,DIST OF COLUMBIA,0.0,0.0,01/01/1998
1991-12-03,432830,UNDEEDA MARKET  ,Unknown,4400,Washington,DC,20011,7124,DIST OF COLUMBIA,0.0,0.0,02/08/1995
1991-12-13,379484,QUICK N GO  ,Convenience Store,1664,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,03/21/1995
1992-01-07,509912,KING FISH  ,Small Grocery Store,3221,Washington,DC,20020,2004,DIST OF COLUMBIA,0.0,0.0,05/11/1994
1992-01-10,644083,K.D. FOOD STORE  ,Convenience Store,1201,Washington,DC,20009,4327,DIST OF COLUMBIA,0.0,0.0,11/18/1998
1992-01-13,481314,CAPITOL CONVENIENT MART  ,Convenience Store,3929,Washington,DC,20032,2308,DIST OF COLUMBIA,0.0,0.0,05/21/1995
1992-01-13,645353,4TH & T COUNTRY STORE  ,Convenience Store,1908,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,10/17/1995
1992-01-16,315162,ARMORY LIQUOR  ,Convenience Store,126,Washington,DC,20003,1519,DIST OF COLUMBIA,0.0,0.0,08/22/1995
1992-01-17,483466,TODD GROCERY  ,Convenience Store,2,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,06/05/1994
1992-01-29,676875,AMAROS MEAT MARKET  ,Small Grocery Store,1454,WASHINGTON,DC,20010, ,DIST OF COLUMBIA,0.0,0.0,11/05/1992
1992-02-05,709128,NEW RESERVOIR MARKET  ,Convenience Store,1942,Washington,DC,20001,1060,DIST OF COLUMBIA,0.0,0.0,03/31/1993
1992-02-05,664458,COLLEGE MARKET & DELI  ,Convenience Store,2815,Washington,DC,20017,1309,DIST OF COLUMBIA,0.0,0.0,06/25/2002
1992-02-19,431758,HI MARKET  ,Convenience Store,2655,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,02/08/1999
1992-02-26,397020,PISCES MARKET  ,Convenience Store,1314,WASHINGTON,DC,20005, ,DIST OF COLUMBIA,0.0,0.0,10/17/1994
1992-03-05,431417,RHODE ISLAND MARKET  ,Small Grocery Store,2381,Washington,DC,20018,2828,DIST OF COLUMBIA,0.0,0.0,04/15/1993
1992-03-10,491655,BEST 4 SEASONS MART  ,Convenience Store,4975,Washington,DC,20017,3927,DIST OF COLUMBIA,0.0,0.0,04/13/1999
1992-03-12,661741,FANCY FRUIT  ,Delivery Route,225,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,38.88706,-76.99622,01/21/2007
1992-03-13,677459,C & C CARRYOUT  ,Small Grocery Store,607,Washington,DC,20019,5457,DIST OF COLUMBIA,0.0,0.0,06/07/1993
1992-03-16,541634,CAPITOL FOOD EXPRESS  ,Convenience Store,251,Washington,DC,20002,6105,DIST OF COLUMBIA,0.0,0.0,10/27/2003
1992-03-20,642301,JOES MARKET  ,Meat/Poultry Specialty,1731,Washington,DC,20018,1843,DIST OF COLUMBIA,0.0,0.0,08/27/1997
1992-03-26,717496,M&M CONVENIENCE STORE  ,Small Grocery Store,832,Washington,DC,20011,5837,DIST OF COLUMBIA,0.0,0.0,06/24/1993
1992-03-26,716142,ALLEN C ASHTON  ,Farmers' Market,RFK STAD,WASHINGTON,DC,20019, ,DIST OF COLUMBIA,0.0,0.0,03/31/1999
1992-03-27,236025,TWINS LIQUOR AND DELI  ,Unknown,5117,Washington,DC,20011,3921,DIST OF COLUMBIA,0.0,0.0,10/01/1995
1992-03-27,629489,LALOS MARKET  ,Convenience Store,1458,Washington,DC,20010,2802,DIST OF COLUMBIA,0.0,0.0,05/27/1998
1992-04-07,424234,SHAW GROCERY AND DELI  ,Convenience Store,1727,WASHINGTON,DC,20001, ,DIST OF COLUMBIA,0.0,0.0,08/22/1994
1992-04-10,530243,KENNYS MEAT MARKET  ,Meat/Poultry Specialty,1280,Washington,DC,20002,3459,DIST OF COLUMBIA,0.0,0.0,02/02/1998
1992-04-13,367535,HILLSIDE MARKET  ,Small Grocery Store,4700,Washington,DC,20011,4315,DIST OF COLUMBIA,0.0,0.0,09/23/1996
1992-04-27,238762,Northeast Supermarket  ,Medium Grocery Store,1201,Washington,DC,20002,7802,DIST OF COLUMBIA,0.0,0.0,09/03/1996
1992-04-28,265241,SAMMYS FOOD MART  ,Convenience Store,4321,Washington,DC,20019,3642,DIST OF COLUMBIA,0.0,0.0,02/09/1997
1992-04-29,302806,"C & F Seafood, Inc.  ",Seafood Specialty,1100,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,38.88101,-77.02616,03/01/2016
1992-04-29,717588,STAN EVANS SEAFOOD INC  ,Seafood Specialty,1100,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,38.88101,-77.02616,06/05/1994
1992-05-13,448002,DAILY FISH OF CHESAPEAKE  ,Convenience Store,2250,Washington,DC,20001,4004,DIST OF COLUMBIA,0.0,0.0,06/29/1994
1992-05-13,588544,JUBILEE MARKET  ,Small Grocery Store,2316,Washington,DC,20002,1220,DIST OF COLUMBIA,0.0,0.0,03/11/1996
1992-05-13,312982,HOLIDAY MART  ,Supermarket,3509,Washington,DC,20032,4140,DIST OF COLUMBIA,0.0,0.0,01/04/1994
1992-05-15,422515,DC FARMER MKT  STAND #41  ,Fruits/Veg Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,06/14/1995
1992-05-22,303953,C & C VARIETY STORE  ,Small Grocery Store,4239,Washington,DC,20011,7217,DIST OF COLUMBIA,0.0,0.0,07/09/2001
1992-05-25,714989,CANALES QUALITY MEATS  ,Meat/Poultry Specialty,225,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,38.88642,-76.99648, 
1992-06-11,587843,ABC GROCERY  ,Small Grocery Store,1401,Washington,DC,20001,2418,DIST OF COLUMBIA,38.90872,-77.01987,01/04/2017
1992-06-15,417223,DELICIAS MARKET  ,Medium Grocery Store,3702,Washington,DC,20010,1321,DIST OF COLUMBIA,0.0,0.0,08/11/2004
1992-06-17,336926,TH GROCERY  ,Convenience Store,7704,Washington,DC,20012,1612,DIST OF COLUMBIA,0.0,0.0,06/20/1994
1992-06-17,419148,Yes Organic Market 2,Supermarket,3425,Washington,DC,20008,1307,DIST OF COLUMBIA,38.93505,-77.05796,12/29/2002
1992-06-19,269685,NATIONAL FOOD&SUPPLIES  ,Supermarket,35,Washington,DC,20001,1364,DIST OF COLUMBIA,0.0,0.0,01/28/2001
1992-07-13,560117,GREENSBURG FARMS PDS  ,Farmers' Market, ,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,0.0,0.0,09/19/1994
1992-07-15,393217,CHESAPEAKE BIG MARKET  ,Convenience Store,601,Washington,DC,20032,3635,DIST OF COLUMBIA,0.0,0.0,10/06/1993
1992-07-21,587621,SHOP EXPRESS CONVENIENCE STORE  ,Convenience Store,3900,Washington,DC,20019,3401,DIST OF COLUMBIA,0.0,0.0,09/07/2003
1992-07-21,240233,METRO K SUPERMARKET INC  ,Medium Grocery Store,1864,Washington,DC,20009,2002,DIST OF COLUMBIA,0.0,0.0,12/14/2003
1992-07-22,684165,KIMS CARRY OUT&GROC MKT  ,Small Grocery Store,831,Washington,DC,20011,2913,DIST OF COLUMBIA,0.0,0.0,06/25/2002
1992-07-27,365078,PRO BONO ENTERPRISES INC  ,Small Grocery Store,5403,Washington,DC,20011,3909,DIST OF COLUMBIA,0.0,0.0,05/16/2001
1992-07-27,413336,BIG BEN STORE  ,Combination Grocery/Other,1300,Washington,DC,20002,3340,DIST OF COLUMBIA,0.0,0.0,09/12/2001
1992-08-07,607216,BENNING PLAZA SUPERMARKET  ,Convenience Store,4837,Washington,DC,20019,6145,DIST OF COLUMBIA,0.0,0.0,02/11/1998
1992-08-10,686552,TIENDA MORAZAN  ,Large Grocery Store,3928,Washington,DC,20011,5406,DIST OF COLUMBIA,38.93938,-77.03275,09/13/2015
1992-08-10,423281,DON JULIO GROCERY  ,Small Grocery Store,1460,Washington,DC,20010,2802,DIST OF COLUMBIA,0.0,0.0,02/16/2000
1992-08-10,639909,CJ'S MARKET  ,Convenience Store,3305,Washington,DC,20010,2573,DIST OF COLUMBIA,0.0,0.0,11/22/1999
1992-08-12,335678,LEES COMPANY  ,Meat/Poultry Specialty,500,Washington,DC,20002,4338,DIST OF COLUMBIA,0.0,0.0,09/09/1997
1992-08-12,250308,EL GAVILAN GROCERY  ,Convenience Store,1646,Washington,DC,20009,3602,DIST OF COLUMBIA,38.92533,-77.03843,01/08/2009
1992-08-12,618337,VIRGINIA MARKET  ,Convenience Store,1776,Washington,DC,20009,1712,DIST OF COLUMBIA,0.0,0.0,11/18/1997
1992-08-13,588975,NEWTON MARKET  ,Small Grocery Store,3561,WASHINGON,DC,20010, ,DIST OF COLUMBIA,0.0,0.0,12/02/1997
1992-08-20,335834,STEWART'S VARIETY  ,Convenience Store,3728,Washington,DC,20019,2667,DIST OF COLUMBIA,0.0,0.0,10/03/1995
1992-08-25,721176,NORA PRODUCE  STAND #24  ,Fruits/Veg Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,06/04/1996
1992-08-28,238302,DAVIS MARKET  ,Convenience Store,3819,Washington,DC,20011,5840,DIST OF COLUMBIA,0.0,0.0,06/21/1995
1992-08-28,352991,C-PLUS  ,Convenience Store,2305,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,06/20/1994
1992-08-28,340127,LANGDON MARKET INC  ,Convenience Store,2409,Washington,DC,20018,4202,DIST OF COLUMBIA,38.92555,-76.97162,10/28/2015
1992-09-04,467152,YOUNGS MARKET  ,Convenience Store,250,Washington,DC,20002,6218,DIST OF COLUMBIA,0.0,0.0,09/26/1995
1992-09-10,631251,Rotary Supermarket  ,Food Buying Co-op,201,Washington,DC,20002,6507,DIST OF COLUMBIA,0.0,0.0,07/31/2000
1992-09-10,444733,HOME FOOD STORE  ,Small Grocery Store,2216,Washington,DC,20009,1813,DIST OF COLUMBIA,0.0,0.0,02/16/2000
1992-09-10,227372,GRAND FARMERS PRODUCE  ,Convenience Store,4801,Washington,DC,20019,6145,DIST OF COLUMBIA,0.0,0.0,10/04/1995
1992-09-10,402306,ANACOSTIA DELI  ,Small Grocery Store,1303,Washington,DC,20020,6909,DIST OF COLUMBIA,0.0,0.0,11/16/1998
1992-09-14,471597,QUICK FOOD SHOPPE  ,Unknown,22,Washington,DC,20001,1142,DIST OF COLUMBIA,0.0,0.0,01/04/1994
1992-09-16,713673,T/A 88 MARKET  ,Convenience Store,200,Washington,DC,20001,1825,DIST OF COLUMBIA,0.0,0.0,02/02/1997
1992-09-21,706934,R & M GROCERY  ,Convenience Store,4003,Washington,DC,20019,3534,DIST OF COLUMBIA,0.0,0.0,04/01/2002
1992-09-25,254730,BEST SUPERMARKET 0,Convenience Store,1507,Washington,DC,20009,3911,DIST OF COLUMBIA,38.91703,-77.03502,06/01/2006
1992-09-28,631231,KIMS DELI & MARKET  ,Unknown,3568,Washington,DC,20010,1357,DIST OF COLUMBIA,0.0,0.0,07/28/1994
1992-10-06,276549,METRO GROCERY AND DELI  ,Convenience Store,1919,Washington,DC,20001,4107,DIST OF COLUMBIA,38.91635,-77.02391,08/31/2005
1992-10-08,642245,OCEAN FISH HOUSE  ,Seafood Specialty,1617,Washington,DC,20036,3205,DIST OF COLUMBIA,0.0,0.0,02/08/1995
1992-10-10,626695,LEES FISH MARKET & CARRYOUT  ,Seafood Specialty,4016,Washington,DC,20019,3540,DIST OF COLUMBIA,0.0,0.0,07/13/1994
1992-10-13,547351,FAIRMONT MARKET  ,Convenience Store,2628,Washington,DC,20001,3926,DIST OF COLUMBIA,38.92459,-77.02705,12/09/2008
1992-10-13,602109,CK MARKET  ,Convenience Store,342,Washington,DC,20003,2340,DIST OF COLUMBIA,0.0,0.0,08/28/1994
1992-10-15,708856,PARK'S VARIETY  ,Convenience Store,3023,Washington,DC,20032,2525,DIST OF COLUMBIA,0.0,0.0,08/16/1994
1992-10-21,328348,HUGOS MARKET 1,Unknown,3817,Washington,DC,20015,2802,DIST OF COLUMBIA,0.0,0.0,09/17/1996
1992-10-29,417107,K & M MARKET  ,Convenience Store,1373,Washington,DC,20010,1324,DIST OF COLUMBIA,0.0,0.0,06/20/1994
1992-11-05,517457,7 FOOD STORE  ,Convenience Store,1830,WASHINTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,07/28/1994
1992-11-09,238239,JOSEPHINE PRODUCE STAND #25  ,Meat/Poultry Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,10/23/1994
1992-11-12,245022,KINGS MARKET INC TA LANSBURGH  ,Convenience Store,435,WASHINTON,DC,20004, ,DIST OF COLUMBIA,0.0,0.0,05/14/1996
1992-11-17,677499,4TH STREET MART  ,Small Grocery Store,2210,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,10/24/1996
1992-12-02,558666,IVY MARKET  ,Small Grocery Store,1900,Washington,DC,20002,1702,DIST OF COLUMBIA,0.0,0.0,01/03/1996
1992-12-08,248006,Susanas Latino Grocery Store  ,Small Grocery Store,6226,Washington,DC,20011, ,DIST OF COLUMBIA,0.0,0.0,10/06/1998
1992-12-11,652721,"CRYSTAL GOURMET II, INC  ",Convenience Store,200,Washington,DC,20017,1005,DIST OF COLUMBIA,0.0,0.0,07/27/1994
1992-12-11,372027,FAIRWAY MARKET  ,Unknown,2501,Washington,DC,20002,1014,DIST OF COLUMBIA,0.0,0.0,07/13/1994
1992-12-15,378963,GOLD CORNER MARKET  ,Convenience Store,5501,Washington,DC,20011,7801,DIST OF COLUMBIA,38.95659,-77.03286,12/09/2014
1992-12-15,469314,SHRIMP BOAT 2,Seafood Specialty,4019,WASHINGTON,DC,20032, ,DIST OF COLUMBIA,0.0,0.0,03/07/1995
1992-12-17,447994,MIGUELASIGARAN STAND #41  ,Small Grocery Store,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,06/21/1999
1992-12-21,324965,A&A CNVENIENCE STORE  ,Convenience Store,1250,WASHINTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,09/23/1993
1992-12-23,264771,ONE STOP GROCERY  ,Convenience Store,3021,Washington,DC,20001,3807,DIST OF COLUMBIA,0.0,0.0,06/21/1994
1992-12-23,526855,SHIPLEY MARKET  ,Convenience Store,2283,Washington,DC,20020,7557,DIST OF COLUMBIA,0.0,0.0,02/01/1998
1992-12-25,441475,CENTRAL AVE SUPERMARKET  ,Medium Grocery Store,5575,Washington,DC,20019,6588,DIST OF COLUMBIA,0.0,0.0,06/17/2004
1993-01-04,485668,SUNRAY MARKET  ,Convenience Store,3205,Washington,DC,20010,2510,DIST OF COLUMBIA,0.0,0.0,07/08/1993
1993-01-05,563522,HIBA PRODUCE STAND #4  ,Fruits/Veg Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,12/05/1994
1993-01-05,688183,CASA LEBRATO  ,Small Grocery Store,1733,Washington,DC,20009,2803,DIST OF COLUMBIA,0.0,0.0,02/11/1996
1993-01-22,540160,14TH & U STREET MARKET  ,Convenience Store,1942,Washington,DC,20009,4431,DIST OF COLUMBIA,0.0,0.0,06/10/1996
1993-01-24,663708,CAPITOL FISH HOUSE  ,Seafood Specialty,116,Washington,DC,20001,1633,DIST OF COLUMBIA,0.0,0.0,08/22/1995
1993-02-10,653090,MINNYS DELI  ,Combination Grocery/Other,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,02/12/1997
1993-02-19,512295,NEW DODGE MARKET  ,Small Grocery Store,3620,Washington,DC,20010,1319,DIST OF COLUMBIA,0.0,0.0,02/17/1999
1993-03-03,541648,MUSCOGEE SEAFOOD INC  ,Food Buying Co-op,1229,Washington,DC,20018,1019,DIST OF COLUMBIA,0.0,0.0,06/17/1998
1993-03-05,681804,VILLAGE PANTRY DELI  ,Convenience Store,3833,Washington,DC,20020,1309,DIST OF COLUMBIA,0.0,0.0,05/21/2003
1993-03-05,302240,PEOPLE'S MARKET  ,Small Grocery Store,2518,Washington,DC,20020,6714,DIST OF COLUMBIA,0.0,0.0,08/20/1996
1993-03-11,497595,NORTH CAPITOL DELI  ,Convenience Store,1540,Washington,DC,20002,3338,DIST OF COLUMBIA,0.0,0.0,06/21/1994
1993-03-23,633875,X-PRESS CONVEINENCE STORE  ,Convenience Store,2209,Washington,DC,20020,2709,DIST OF COLUMBIA,0.0,0.0,09/04/1996
1993-03-25,357257,RIMS MARKET  ,Small Grocery Store,1039,Washington,DC,20002,2922,DIST OF COLUMBIA,0.0,0.0,04/10/2002
1993-03-25,294695,FLORIDA MINI MART  ,Convenience Store,234,Washington,DC,20001,1802,DIST OF COLUMBIA,0.0,0.0,01/19/1995
1993-03-31,308688,NEW RESERVOIR MARKET  ,Convenience Store,1942,Washington,DC,20001,1060,DIST OF COLUMBIA,38.91685,-77.01218,09/26/2016
1993-03-31,648482,TUZON DELI  ,Convenience Store,4903,WASHINGTON,DC,20019, ,DIST OF COLUMBIA,0.0,0.0,06/20/1994
1993-04-05,484798,B & V SUPERMARKET  ,Food Buying Co-op,1310,Washington,DC,20002,3340,DIST OF COLUMBIA,0.0,0.0,05/21/1997
1993-04-16,585398,C & C CARRYOUT  ,Convenience Store,607,Washington,DC,20019,5457,DIST OF COLUMBIA,0.0,0.0,12/29/2002
1993-04-16,315742,RHODE ISLAND MARKET  ,Convenience Store,2381,Washington,DC,20018,2828,DIST OF COLUMBIA,0.0,0.0,01/24/1996
1993-04-21,289499,LEES SUPERMARKET  ,Food Buying Co-op,1551,Washington,DC,20032,5054,DIST OF COLUMBIA,0.0,0.0,04/17/1995
1993-04-21,586795,MINI MARKET  ,Convenience Store,3463,WASHINGTON,DC,20010, ,DIST OF COLUMBIA,0.0,0.0,11/25/1996
1993-05-03,611154,C & D INTERNATIONAL GROCERY & DELI INC  ,Convenience Store,827,Washington,DC,20011,2913,DIST OF COLUMBIA,38.95632,-77.02522,06/07/2005
1993-05-03,628656,JAMES SEAFOOD  ,Seafood Specialty,4403,Washington,DC,20019,5615,DIST OF COLUMBIA,38.87341,-76.93546,01/13/2008
1993-05-05,349720,TIVOLI MEAT MARKET  ,Meat/Poultry Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,06/15/1995
1993-05-05,388733,QUE HUONG SUPERMAKET  ,Medium Grocery Store,1452,Washington,DC,20010,2802,DIST OF COLUMBIA,38.93082,-77.03433,02/04/2002
1993-05-07,665675,Royal Market  ,Convenience Store,4600,Washington,DC,20011,4313,DIST OF COLUMBIA,0.0,0.0,03/30/1998
1993-05-13,253816,FISH & LOAVES  ,Combination Grocery/Other,1642,Washington,DC,20009,4332,DIST OF COLUMBIA,0.0,0.0,07/27/1995
1993-05-28,428154,A & D DELI  ,Convenience Store,4302,Washington,DC,20011,7122,DIST OF COLUMBIA,0.0,0.0,10/10/1995
1993-06-02,466315,DAI MYONE INC  ,Food Buying Co-op,300,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,06/14/1995
1993-06-04,505158,ARTISTIC INC  ,Unknown,3214,Washington,DC,20010,2511,DIST OF COLUMBIA,0.0,0.0,06/20/1994
1993-06-09,489383,ASIER GROCERY STORE  ,Small Grocery Store,3661,Washington,DC,20010,1641,DIST OF COLUMBIA,0.0,0.0,12/01/1997
1993-06-16,283911,K & Y INC  ,Small Grocery Store,3025,Washington,DC,20009,6820,DIST OF COLUMBIA,0.0,0.0,01/04/2004
1993-06-23,390732,TOWN & COUNTRY MARKET  ,Convenience Store,823,Washington,DC,20011,5836,DIST OF COLUMBIA,0.0,0.0,07/29/2002
1993-06-24,434873,NUNITE ONE STOP MARKET  ,Unknown,1314,WASHINGTON,DC,20005, ,DIST OF COLUMBIA,0.0,0.0,06/15/1995
1993-06-28,555872,CHICKEN CHECK CARRY OUT  ,Unknown,1737,Washington,DC,20001,3105,DIST OF COLUMBIA,0.0,0.0,10/01/1995
1993-06-29,451802,LUCKY 7 MARKET  ,Convenience Store,2927,Washington,DC,20032,2563,DIST OF COLUMBIA,0.0,0.0,06/15/1994
1993-07-16,367395,CARVER/LANGTON  ,Fruits/Veg Specialty,1104,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,08/22/1995
1993-07-22,263596,GRAYS MARKET  ,Unknown,3306,Washington,DC,20010,2513,DIST OF COLUMBIA,0.0,0.0,09/29/1994
1993-07-27,724957,1 STOP FOOD MART  ,Convenience Store,4443,Washington,DC,20019,4556,DIST OF COLUMBIA,0.0,0.0,10/09/2002
1993-08-11,322996,7 MART  ,Unknown,2263,Washington,DC,20009,4403,DIST OF COLUMBIA,0.0,0.0,10/07/1996
1993-08-17,648278,FRESHWAY DELI MARKET  ,Convenience Store,1801,Washington,DC,20002,1827,DIST OF COLUMBIA,0.0,0.0,03/11/1998
1993-08-25,678471,CHOYCES GROCERY  ,Convenience Store,301,Washington,DC,20001,4626,DIST OF COLUMBIA,0.0,0.0,02/26/1997
